Name,monsterID,level,ME_Born,ME_Update,ME_AttackGo,ME_SkillGO,ME_Deadth,Addedvalue,PT_HpMax,PT_MpMax,PT_Attack,PT_Defense,PT_Agile,PT_Spirit,PT_Reply,PT_Magicattack,PT_Magicdefense,PT_Hit,PT_Dodge,PT_Crit,PT_counterpunch,PT_NoSleep,PT_NoPetrifaction,PT_NoDrunk,PT_NoChaos,PT_NoForget,PT_NoPoison,PT_Assassinate,DropID
31206,10152,59,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,5918,1770,,,,,,320,,,,,,,,,,,,,131206
31207,10061,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4624,1800,,,,,,320,,,,,,,,,,,,,131207
31208,10079,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,6304,1800,,,,,,320,,,,,,,,,,,,,131208
31209,10151,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,5076,1800,,,,,,320,,,,,,,,,,,,,131209
31210,10043,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,8900,1800,,,,,,320,,,,,,,,,,,,,131210
31211,10043,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,8900,1800,,,,,,320,,,,,,,,,,,,,131211
31212,10157,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4916,1800,,,,,,320,,,,,,,,,,,,,131212
31213,10124,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4576,1800,,,,,,320,,,,,,,,,,,,,131213
31214,10047,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7262,1800,,,,,,320,,,,,,,,,,,,,131214
31215,10117,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7706,1800,,,,,,320,,,,,,,,,,,,,131215
31216,10152,60,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,6600,1800,,,,,,320,,,,,,,,,,,,,131216
31217,63,29,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4224,870,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131217
31218,66,29,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,5304,870,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131218
31219,35,29,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,3639,870,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,40,131219
31220,50,29,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,3759,870,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131220
31221,32,29,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4446,870,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131221
31222,63,34,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,8673,1020,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131222
31223,66,34,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10335,1020,60,60,60,50,220,320,,,,,,100,100,100,100,100,100,,131223
31224,35,34,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7344,1020,60,60,60,80,220,320,,,,,,100,100,100,100,100,100,40,131224
31225,50,34,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7782,1020,80,80,80,50,220,320,,,,,,100,100,100,100,100,100,,131225
31226,32,34,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,8985,1020,80,80,80,50,220,320,,,,,,100,100,100,100,100,100,,131226
31227,63,39,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,9345,1170,80,80,80,50,220,320,,,,,,100,100,100,100,100,100,,131227
31228,66,39,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,11172,1170,80,80,80,50,220,320,,,,,,100,100,100,100,100,100,,131228
31229,35,39,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7869,1170,80,80,80,80,220,320,,,,,,100,100,100,100,100,100,40,131229
31230,50,39,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,8505,1170,80,80,80,50,220,320,,,,,,100,100,100,100,100,100,,131230
31231,32,39,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,9708,1170,100,120,100,50,220,320,,,,,,100,100,100,100,100,100,,131231
31232,63,44,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,13575,1320,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131232
31233,66,44,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,15897,1320,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131233
31234,35,44,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,11493,1320,120,120,120,100,220,320,,,,,,100,100,100,100,100,100,40,131234
31235,50,44,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,12327,1320,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131235
31236,32,44,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,14031,1320,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131236
31237,63,49,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,14388,1470,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131237
31238,66,49,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,16950,1470,120,120,120,80,220,320,,,,,,100,100,100,100,100,100,,131238
31239,35,49,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,12129,1470,120,120,120,120,220,320,,,,,,100,100,100,100,100,100,40,131239
31240,50,49,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,12933,1470,130,130,130,80,220,320,,,,,,100,100,100,100,100,100,,131240
31241,32,49,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,14898,1470,130,130,130,80,220,320,,,,,,100,100,100,100,100,100,,131241
31242,63,54,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,16173,1620,130,130,130,80,220,320,,,,,,100,100,100,100,100,100,,131242
31243,66,54,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,19011,1620,150,150,150,80,220,320,,,,,,100,100,100,100,100,100,,131243
31244,35,54,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,13626,1620,150,150,150,150,220,320,,,,,,100,100,100,100,100,100,40,131244
31245,50,54,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,14784,1620,150,150,150,100,220,320,,,,,,100,100,100,100,100,100,,131245
31246,32,54,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,16737,1620,150,150,150,100,220,320,,,,,,100,100,100,100,100,100,,131246
31247,63,59,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,17022,1770,220,220,220,100,220,320,,,,,,100,100,100,100,100,100,,131247
31248,66,59,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20064,1770,220,220,220,100,220,320,,,,,,100,100,100,100,100,100,,131248
31249,35,59,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,14262,1770,220,220,220,170,220,320,,,,,,100,100,100,100,100,100,40,131249
31250,50,59,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,15351,1770,220,220,220,120,220,320,,,,,,100,100,100,100,100,100,,131250
31251,32,59,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,17604,1770,220,220,220,120,220,320,,,,,,100,100,100,100,100,100,,131251
31252,63,60,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,18657,1800,220,220,220,120,220,320,,,,,,100,100,100,100,100,100,,131252
31253,66,60,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,22032,1800,250,250,250,120,220,320,,,,,,100,100,100,100,100,100,,131253
31254,35,60,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,15759,1800,250,250,250,200,220,320,,,,,,100,100,100,100,100,100,40,131254
31255,50,60,"JuRenBaLuoSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","JuRenBaLuoSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"JuRenBaLuoSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,16959,1800,250,250,250,120,220,320,,,,,,100,100,100,100,100,100,,131255
31256,32,60,"ShiRenMoShouLingLuoKe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoShouLingLuoKe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoShouLingLuoKe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,19317,1800,250,250,250,120,220,320,,,,,,100,100,100,100,100,100,,131256
31257,10126,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31258,10072,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31259,10132,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31260,10101,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31261,10108,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31262,10155,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31263,10125,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31264,10035,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31265,10035,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31266,10101,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31267,10152,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31268,10100,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31269,10020,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31270,10073,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31271,10139,65,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,10000,1950,,,,,,400,,,,,,,,,,,,,131230
31272,10126,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31273,10072,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31274,10132,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31275,10101,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31276,10108,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31277,10155,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31278,10125,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31279,10035,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31280,10035,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
31281,10101,70,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,20000,2100,,,,,,400,,,,,,,,,,,,,131232
