questName,QuestId,QuestKind,QuestType,NeedLevel,NeedItemID,RequireType,Requirement,StartNPC,StartTalk,FinishNPCScene,FinishNPC,DoingScene,DoingCoordinate,ProTalk,FinishTalk,PreQuest,Coin,Exp,Item,ItemNum,Target,TargetNum,DropID,DropID2,chuansong,QuestMiniDesc,Endtarget,QuestDes,JobType,JobLevel,Title,AcceptScript,SubmitScript,PostQuest,Bossnpc
悬赏-寻找物品,51029,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,3403,10,100000,,1;9586,[info=1;9586]请采集10个[ff9696]毛毡[-][/info],[info=1;9586]把10个[ff9696]毛毡上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51032,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1002,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]突刺剑[-][/info],[info=1;9586]把一个[ff9696]突刺剑上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51033,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1003,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]火舌剑[-][/info],[info=1;9586]把一个[ff9696]火舌剑上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51034,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1004,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]面包剑[-][/info],[info=1;9586]把一个[ff9696]面包剑上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51035,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1005,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]双手剑[-][/info],[info=1;9586]把一个[ff9696]双手剑上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51038,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1025,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]寛手斧[-][/info],[info=1;9586]把一个[ff9696]寛手斧上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51039,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1026,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]战斗手斧[-][/info],[info=1;9586]把一个[ff9696]战斗手斧上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51040,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1027,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]格斗手斧[-][/info],[info=1;9586]把一个[ff9696]格斗手斧上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51044,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1048,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]刺枪[-][/info],[info=1;9586]把一个[ff9696]刺枪上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51045,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1049,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]金属枪[-][/info],[info=1;9586]把一个[ff9696]金属枪上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51046,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1050,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]长柄弯枪[-][/info],[info=1;9586]把一个[ff9696]长柄弯枪上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51047,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1051,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]长柄尖枪[-][/info],[info=1;9586]把一个[ff9696]长柄尖枪上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51050,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1071,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]短战弓[-][/info],[info=1;9586]把一个[ff9696]短战弓上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51051,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1072,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]猎弓[-][/info],[info=1;9586]把一个[ff9696]猎弓上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51052,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1073,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]强弓[-][/info],[info=1;9586]把一个[ff9696]强弓上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51053,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1074,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]格斗弓[-][/info],[info=1;9586]把一个[ff9696]格斗弓上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51056,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1094,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]大地之杖[-][/info],[info=1;9586]把一个[ff9696]大地之杖上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51057,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1095,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]激流权杖[-][/info],[info=1;9586]把一个[ff9696]激流权杖上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51058,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1096,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]魔之手杖[-][/info],[info=1;9586]把一个[ff9696]魔之手杖上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51059,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1097,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]魔之权杖[-][/info],[info=1;9586]把一个[ff9696]魔之权杖上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51062,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1117,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]圆盘小刀[-][/info],[info=1;9586]把一个[ff9696]圆盘小刀上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51063,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1118,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]细刃掷刀[-][/info],[info=1;9586]把一个[ff9696]细刃掷刀上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51064,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1119,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]滑翔小刀[-][/info],[info=1;9586]把一个[ff9696]滑翔小刀上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51065,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1120,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]细直刃小刀[-][/info],[info=1;9586]把一个[ff9696]细直刃小刀上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51068,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1163,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]铁板布盔[-][/info],[info=1;9586]把一个[ff9696]铁板布盔上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51069,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1164,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]铜铁皮盔[-][/info],[info=1;9586]把一个[ff9696]铜铁皮盔上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51070,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1165,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]金属护额[-][/info],[info=1;9586]把一个[ff9696]金属护额上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51071,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1166,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]铁制头盔[-][/info],[info=1;9586]把一个[ff9696]铁制头盔上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51074,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1186,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]轻帽[-][/info],[info=1;9586]把一个[ff9696]轻帽上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51075,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1187,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]皮帽[-][/info],[info=1;9586]把一个[ff9696]皮帽上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51076,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1188,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]硬皮帽[-][/info],[info=1;9586]把一个[ff9696]硬皮帽上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51077,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1189,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]可爱的帽子[-][/info],[info=1;9586]把一个[ff9696]可爱的帽子上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51080,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1210,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]青铜铠甲[-][/info],[info=1;9586]把一个[ff9696]青铜铠甲上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51081,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1211,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]轻型铠甲[-][/info],[info=1;9586]把一个[ff9696]轻型铠甲上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51082,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1212,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]轻型锁炼甲[-][/info],[info=1;9586]把一个[ff9696]轻型锁炼甲上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51083,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1213,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]环甲[-][/info],[info=1;9586]把一个[ff9696]环甲上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51086,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1233,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]羽毛装[-][/info],[info=1;9586]把一个[ff9696]羽毛装上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51087,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1234,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]皮装[-][/info],[info=1;9586]把一个[ff9696]皮装上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51088,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1235,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]硬皮服[-][/info],[info=1;9586]把一个[ff9696]硬皮服上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51089,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1236,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]锁链装[-][/info],[info=1;9586]把一个[ff9696]锁链装上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51092,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1256,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]网袍[-][/info],[info=1;9586]把一个[ff9696]网袍上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51093,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1257,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]风袍[-][/info],[info=1;9586]把一个[ff9696]风袍上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51094,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1258,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]硬皮袍[-][/info],[info=1;9586]把一个[ff9696]硬皮袍上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51095,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1259,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]环袍[-][/info],[info=1;9586]把一个[ff9696]环袍上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51098,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1280,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]硬皮靴[-][/info],[info=1;9586]把一个[ff9696]硬皮靴上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51099,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1281,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]长靴[-][/info],[info=1;9586]把一个[ff9696]长靴上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51100,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1282,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]厚底靴[-][/info],[info=1;9586]把一个[ff9696]厚底靴上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51101,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1283,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]编织的靴子[-][/info],[info=1;9586]把一个[ff9696]编织的靴子上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51104,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1303,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]皮鞋[-][/info],[info=1;9586]把一个[ff9696]皮鞋上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51105,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1304,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]安全鞋[-][/info],[info=1;9586]把一个[ff9696]安全鞋上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51106,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1305,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]光之鞋[-][/info],[info=1;9586]把一个[ff9696]光之鞋上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51107,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1306,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]战鞋[-][/info],[info=1;9586]把一个[ff9696]战鞋上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51110,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1326,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]板盾[-][/info],[info=1;9586]把一个[ff9696]板盾上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51111,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1327,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]鸢盾[-][/info],[info=1;9586]把一个[ff9696]鸢盾上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51112,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1328,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]漩涡重盾[-][/info],[info=1;9586]把一个[ff9696]漩涡重盾上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-寻找物品,51113,QK_Rand,QT_GiveItem,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1329,1,100000,,1;9586,[info=1;9587]请购买或打造一个[ff9696]哥特盾[-][/info],[info=1;9586]把一个[ff9696]哥特盾上交给悬赏任务管理人[-][/info],,,,,"item_test(RECEIVER, ARG0, ARG1, ARG2,ARG3)","quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-定点扫荡,51114,QK_Rand,QT_KillAI,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,1,3,100000,,1;9586,[info=2|1]击败3个[ff9696]盗匪[-][/info],[info=1;9586]和[fbf66c]悬赏任务管理人交谈[-][/info],完成家族日常，为家族发展做贡献,,,,,"quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-定点扫荡,51115,QK_Rand,QT_KillAI,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,2,3,100000,,1;9586,[info=2|2]击败3个[ff9696]软泥怪[-][/info],[info=1;9586]和[fbf66c]悬赏任务管理人交谈[-][/info],,,,,,"quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-定点扫荡,51116,QK_Rand,QT_KillAI,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,20,3,100000,,1;9586,[info=6|1]击败3个[ff9696]海底龟[-][/info],[info=1;9586]和[fbf66c]悬赏任务管理人交谈[-][/info],,,,,,"quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
悬赏-定点扫荡,51117,QK_Rand,QT_KillAI,23,,RT_Nil,,9586,130143,1,9586,1,1.9586,130144,130145,,,,,,21,3,100000,,1;9586,[info=6|1]击败3个[ff9696]吸血海蝙蝠[-][/info],[info=1;9586]和[fbf66c]悬赏任务管理人交谈[-][/info],,,,,,"quest_rand(RECEIVER, ARG0, ARG1, ARG2,ARG3)",51000,
