ID,BattleType,dialogue1,dialogue2,BP_Up0,BP_Up1,BP_Up2,BP_Up3,BP_Up4,BP_Up5,BP_Up6,BP_Up7,BP_Up8,BP_Up9,BP_Down0,BP_Down1,BP_Down2,BP_Down3,BP_Down4,BP_Down5,BP_Down6,BP_Down7,BP_Down8,BP_Down9,BattleName
2617,BT_PVE,,,20138,20138,40617,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2618,BT_PVE,,,20138,20138,40618,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2619,BT_PVE,,,20138,20138,40619,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2620,BT_PVE,,,20138,20138,40620,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2621,BT_PVE,,,20138,20138,40621,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2622,BT_PVE,,,20138,20138,40622,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2623,BT_PVE,,,20138,20138,40623,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2624,BT_PVE,,,20138,20138,40624,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2625,BT_PVE,,,20138,20138,40625,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2626,BT_PVE,,,20138,20138,40626,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2627,BT_PVE,,,20138,20138,40627,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2628,BT_PVE,,,20138,20138,40628,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2629,BT_PVE,,,20138,20138,40629,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2630,BT_PVE,,,20138,20138,40630,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2631,BT_PVE,,,20167,20167,40631,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2632,BT_PVE,,,20167,20167,40632,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2633,BT_PVE,,,20167,20167,40633,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2634,BT_PVE,,,20167,20167,40634,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2635,BT_PVE,,,20167,20167,40635,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2636,BT_PVE,,,20167,20167,40636,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2637,BT_PVE,,,20167,20167,40637,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2638,BT_PVE,,,20167,20167,40638,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2639,BT_PVE,,,20167,20167,40639,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2640,BT_PVE,,,20167,20167,40640,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2641,BT_PVE,,,20167,20167,40641,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2642,BT_PVE,,,20167,20167,40642,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2643,BT_PVE,,,20167,20167,40643,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2644,BT_PVE,,,20167,20167,40644,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2645,BT_PVE,,,20167,20167,40645,20167,20167,20167,20167,20167,20167,20167,,,,,,,,,,,
2646,BT_PVE,,,20187,20187,40646,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2647,BT_PVE,,,20187,20187,40647,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2648,BT_PVE,,,20187,20187,40648,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2649,BT_PVE,,,20187,20187,40649,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2650,BT_PVE,,,20187,20187,40650,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2651,BT_PVE,,,20187,20187,40651,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2652,BT_PVE,,,20187,20187,40652,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2653,BT_PVE,,,20187,20187,40653,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2654,BT_PVE,,,20187,20187,40654,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2655,BT_PVE,,,20187,20187,40655,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2656,BT_PVE,,,20187,20187,40656,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2657,BT_PVE,,,20187,20187,40657,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2658,BT_PVE,,,20187,20187,40658,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2659,BT_PVE,,,20187,20187,40659,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2660,BT_PVE,,,20187,20187,40660,20187,20187,20187,20187,20187,20187,20187,,,,,,,,,,,
2661,BT_PVE,,,20203,20203,40661,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2662,BT_PVE,,,20203,20203,40662,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2663,BT_PVE,,,20203,20203,40663,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2664,BT_PVE,,,20203,20203,40664,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2665,BT_PVE,,,20203,20203,40665,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2666,BT_PVE,,,20203,20203,40666,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2667,BT_PVE,,,20203,20203,40667,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2668,BT_PVE,,,20203,20203,40668,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2669,BT_PVE,,,20203,20203,40669,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2670,BT_PVE,,,20203,20203,40670,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2671,BT_PVE,,,20203,20203,40671,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2672,BT_PVE,,,20203,20203,40672,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2673,BT_PVE,,,20203,20203,40673,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2674,BT_PVE,,,20203,20203,40674,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2675,BT_PVE,,,20203,20203,40675,20203,20203,20203,20203,20203,20203,20203,,,,,,,,,,,
2676,BT_PVE,,,20012,20012,40676,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2677,BT_PVE,,,20012,20012,40677,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2678,BT_PVE,,,20012,20012,40678,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2679,BT_PVE,,,20012,20012,40679,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2680,BT_PVE,,,20012,20012,40680,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2681,BT_PVE,,,20012,20012,40681,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2682,BT_PVE,,,20012,20012,40682,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2683,BT_PVE,,,20012,20012,40683,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2684,BT_PVE,,,20012,20012,40684,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2685,BT_PVE,,,20012,20012,40685,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2686,BT_PVE,,,20012,20012,40686,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2687,BT_PVE,,,20012,20012,40687,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2688,BT_PVE,,,20012,20012,40688,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2689,BT_PVE,,,20012,20012,40689,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2690,BT_PVE,,,20012,20012,40690,20012,20012,20012,20012,20012,20012,20012,,,,,,,,,,,
2691,BT_PVE,,,20044,20044,40691,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2692,BT_PVE,,,20044,20044,40692,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2693,BT_PVE,,,20044,20044,40693,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2694,BT_PVE,,,20044,20044,40694,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2695,BT_PVE,,,20044,20044,40695,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2696,BT_PVE,,,20044,20044,40696,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2697,BT_PVE,,,20044,20044,40697,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2698,BT_PVE,,,20044,20044,40698,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2699,BT_PVE,,,20044,20044,40699,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2700,BT_PVE,,,20044,20044,40700,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2701,BT_PVE,,,20044,20044,40701,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2702,BT_PVE,,,20044,20044,40702,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2703,BT_PVE,,,20044,20044,40703,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2704,BT_PVE,,,20044,20044,40704,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2705,BT_PVE,,,20044,20044,40705,20044,20044,20044,20044,20044,20044,20044,,,,,,,,,,,
2706,BT_PVE,,,20053,20053,40706,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2707,BT_PVE,,,20053,20053,40707,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2708,BT_PVE,,,20053,20053,40708,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2709,BT_PVE,,,20053,20053,40709,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2710,BT_PVE,,,20053,20053,40710,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2711,BT_PVE,,,20053,20053,40711,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2712,BT_PVE,,,20053,20053,40712,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2713,BT_PVE,,,20053,20053,40713,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2714,BT_PVE,,,20053,20053,40714,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2715,BT_PVE,,,20053,20053,40715,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2716,BT_PVE,,,20053,20053,40716,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2717,BT_PVE,,,20053,20053,40717,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2718,BT_PVE,,,20053,20053,40718,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2719,BT_PVE,,,20053,20053,40719,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2720,BT_PVE,,,20053,20053,40720,20053,20053,20053,20053,20053,20053,20053,,,,,,,,,,,
2721,BT_PVE,,,20087,20087,40721,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2722,BT_PVE,,,20087,20087,40722,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2723,BT_PVE,,,20087,20087,40723,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2724,BT_PVE,,,20087,20087,40724,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2725,BT_PVE,,,20087,20087,40725,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2726,BT_PVE,,,20087,20087,40726,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2727,BT_PVE,,,20087,20087,40727,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2728,BT_PVE,,,20087,20087,40728,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2729,BT_PVE,,,20087,20087,40729,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2730,BT_PVE,,,20087,20087,40730,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2731,BT_PVE,,,20087,20087,40731,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2732,BT_PVE,,,20087,20087,40732,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2733,BT_PVE,,,20087,20087,40733,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2734,BT_PVE,,,20087,20087,40734,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2735,BT_PVE,,,20087,20087,40735,20087,20087,20087,20087,20087,20087,20087,,,,,,,,,,,
2736,BT_PVE,,,20106,20106,40736,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2737,BT_PVE,,,20106,20106,40737,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2738,BT_PVE,,,20106,20106,40738,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2739,BT_PVE,,,20106,20106,40739,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2740,BT_PVE,,,20106,20106,40740,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2741,BT_PVE,,,20106,20106,40741,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2742,BT_PVE,,,20106,20106,40742,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2743,BT_PVE,,,20106,20106,40743,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2744,BT_PVE,,,20106,20106,40744,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2745,BT_PVE,,,20106,20106,40745,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2746,BT_PVE,,,20106,20106,40746,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2747,BT_PVE,,,20106,20106,40747,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2748,BT_PVE,,,20106,20106,40748,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2749,BT_PVE,,,20106,20106,40749,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2750,BT_PVE,,,20106,20106,40750,20106,20106,20106,20106,20106,20106,20106,,,,,,,,,,,
2751,BT_PVE,,,20126,20126,40751,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2752,BT_PVE,,,20126,20126,40752,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2753,BT_PVE,,,20126,20126,40753,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2754,BT_PVE,,,20126,20126,40754,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2755,BT_PVE,,,20126,20126,40755,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2756,BT_PVE,,,20126,20126,40756,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2757,BT_PVE,,,20126,20126,40757,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2758,BT_PVE,,,20126,20126,40758,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2759,BT_PVE,,,20126,20126,40759,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2760,BT_PVE,,,20126,20126,40760,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2761,BT_PVE,,,20126,20126,40761,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2762,BT_PVE,,,20126,20126,40762,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2763,BT_PVE,,,20126,20126,40763,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2764,BT_PVE,,,20126,20126,40764,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2765,BT_PVE,,,20126,20126,40765,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2766,BT_PVE,,,20165,20165,40766,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2767,BT_PVE,,,20165,20165,40767,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2768,BT_PVE,,,20165,20165,40768,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2769,BT_PVE,,,20165,20165,40769,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2770,BT_PVE,,,20165,20165,40770,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2771,BT_PVE,,,20165,20165,40771,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2772,BT_PVE,,,20165,20165,40772,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2773,BT_PVE,,,20165,20165,40773,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2774,BT_PVE,,,20165,20165,40774,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2775,BT_PVE,,,20165,20165,40775,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2776,BT_PVE,,,20165,20165,40776,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2777,BT_PVE,,,20165,20165,40777,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2778,BT_PVE,,,20165,20165,40778,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2779,BT_PVE,,,20165,20165,40779,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2780,BT_PVE,,,20165,20165,40780,20165,20165,20165,20165,20165,20165,20165,,,,,,,,,,,
2781,BT_PVE,,,20176,20176,40781,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2782,BT_PVE,,,20176,20176,40782,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2783,BT_PVE,,,20176,20176,40783,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2784,BT_PVE,,,20176,20176,40784,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2785,BT_PVE,,,20176,20176,40785,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2786,BT_PVE,,,20176,20176,40786,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2787,BT_PVE,,,20176,20176,40787,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2788,BT_PVE,,,20176,20176,40788,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2789,BT_PVE,,,20176,20176,40789,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2790,BT_PVE,,,20176,20176,40790,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2791,BT_PVE,,,20176,20176,40791,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2792,BT_PVE,,,20176,20176,40792,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2793,BT_PVE,,,20176,20176,40793,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2794,BT_PVE,,,20176,20176,40794,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2795,BT_PVE,,,20176,20176,40795,20176,20176,20176,20176,20176,20176,20176,,,,,,,,,,,
2796,BT_PVE,,,20197,20197,40796,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2797,BT_PVE,,,20197,20197,40797,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2798,BT_PVE,,,20197,20197,40798,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2799,BT_PVE,,,20197,20197,40799,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2800,BT_PVE,,,20197,20197,40800,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2801,BT_PVE,,,20197,20197,40801,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2802,BT_PVE,,,20197,20197,40802,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2803,BT_PVE,,,20197,20197,40803,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2804,BT_PVE,,,20197,20197,40804,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2805,BT_PVE,,,20197,20197,40805,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2806,BT_PVE,,,20197,20197,40806,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2807,BT_PVE,,,20197,20197,40807,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2808,BT_PVE,,,20197,20197,40808,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2809,BT_PVE,,,20197,20197,40809,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2810,BT_PVE,,,20197,20197,40810,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2811,BT_PVE,,,20015,20015,40811,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2812,BT_PVE,,,20015,20015,40812,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2813,BT_PVE,,,20015,20015,40813,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2814,BT_PVE,,,20015,20015,40814,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2815,BT_PVE,,,20015,20015,40815,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2816,BT_PVE,,,20015,20015,40816,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2817,BT_PVE,,,20015,20015,40817,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2818,BT_PVE,,,20015,20015,40818,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2819,BT_PVE,,,20015,20015,40819,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2820,BT_PVE,,,20015,20015,40820,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2821,BT_PVE,,,20015,20015,40821,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2822,BT_PVE,,,20015,20015,40822,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2823,BT_PVE,,,20015,20015,40823,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2824,BT_PVE,,,20015,20015,40824,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2825,BT_PVE,,,20015,20015,40825,20015,20015,20015,20015,20015,20015,20015,,,,,,,,,,,
2826,BT_PVE,,,20026,20026,40826,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2827,BT_PVE,,,20026,20026,40827,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2828,BT_PVE,,,20026,20026,40828,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2829,BT_PVE,,,20026,20026,40829,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2830,BT_PVE,,,20026,20026,40830,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2831,BT_PVE,,,20026,20026,40831,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2832,BT_PVE,,,20026,20026,40832,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2833,BT_PVE,,,20026,20026,40833,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2834,BT_PVE,,,20026,20026,40834,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2835,BT_PVE,,,20026,20026,40835,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2836,BT_PVE,,,20026,20026,40836,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2837,BT_PVE,,,20026,20026,40837,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2838,BT_PVE,,,20026,20026,40838,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2839,BT_PVE,,,20026,20026,40839,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2840,BT_PVE,,,20026,20026,40840,20026,20026,20026,20026,20026,20026,20026,,,,,,,,,,,
2841,BT_PVE,,,20072,20072,40841,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2842,BT_PVE,,,20072,20072,40842,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2843,BT_PVE,,,20072,20072,40843,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2844,BT_PVE,,,20072,20072,40844,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2845,BT_PVE,,,20072,20072,40845,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2846,BT_PVE,,,20072,20072,40846,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2847,BT_PVE,,,20072,20072,40847,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2848,BT_PVE,,,20072,20072,40848,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2849,BT_PVE,,,20072,20072,40849,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2850,BT_PVE,,,20072,20072,40850,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2851,BT_PVE,,,20072,20072,40851,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2852,BT_PVE,,,20072,20072,40852,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2853,BT_PVE,,,20072,20072,40853,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2854,BT_PVE,,,20072,20072,40854,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2855,BT_PVE,,,20072,20072,40855,20072,20072,20072,20072,20072,20072,20072,,,,,,,,,,,
2856,BT_PVE,,,20094,20094,40856,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2857,BT_PVE,,,20094,20094,40857,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2858,BT_PVE,,,20094,20094,40858,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2859,BT_PVE,,,20094,20094,40859,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2860,BT_PVE,,,20094,20094,40860,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2861,BT_PVE,,,20094,20094,40861,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2862,BT_PVE,,,20094,20094,40862,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2863,BT_PVE,,,20094,20094,40863,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2864,BT_PVE,,,20094,20094,40864,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2865,BT_PVE,,,20094,20094,40865,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2866,BT_PVE,,,20094,20094,40866,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2867,BT_PVE,,,20094,20094,40867,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2868,BT_PVE,,,20094,20094,40868,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2869,BT_PVE,,,20094,20094,40869,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2870,BT_PVE,,,20094,20094,40870,20094,20094,20094,20094,20094,20094,20094,,,,,,,,,,,
2871,BT_PVE,,,20114,20114,40871,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2872,BT_PVE,,,20114,20114,40872,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2873,BT_PVE,,,20114,20114,40873,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2874,BT_PVE,,,20114,20114,40874,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2875,BT_PVE,,,20114,20114,40875,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2876,BT_PVE,,,20114,20114,40876,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2877,BT_PVE,,,20114,20114,40877,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
