ID,SkillName,NameEffectID,SkillDesc,SkillType,SelectedTarget,Pr,Lv,CastEffectAssetID,EffectAssetID,BeAttackAssetID,StateIDs,isMelee,isPhysic,GroupID,LearnGroup,cost,SkillTargetType,PassiveName,resIconName,resTextName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LearnQuestID,LearnCoin,LevelUpNeedItem,exp,DontCare,LearnLv,SkillBack,SkillIconTex
4075,魔法风刃等级3,517,攻击单体的风属性魔法，建议精神达163，20级以上宠物可学。,SKT_Active,,,3,79,53,-1,,,,风刃,6,15,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1000,,12,,20,,
4076,魔法风刃等级4,517,攻击单体的风属性魔法，建议精神达183，30级以上宠物可学。,SKT_Active,,,4,80,54,-1,,,,风刃,6,20,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,3000,,13,,30,,
4077,魔法风刃等级5,517,攻击单体的风属性魔法，建议精神达203，40级以上宠物可学。,SKT_Active,,,5,80,54,-1,,,,风刃,6,25,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,5000,,,,40,,
4078,魔法风刃等级6,517,攻击单体的风属性魔法，建议精神达223，50级以上宠物可学。,SKT_Active,,,6,80,54,-1,,,,风刃,6,30,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,15000,,5,,50,,
4079,魔法风刃等级7,517,攻击单体的风属性魔法，建议精神达243，60级以上宠物可学。,SKT_Active,,,7,81,55,-1,,,,风刃,6,35,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,30000,,6,,60,,
4080,魔法风刃等级8,517,攻击单体的风属性魔法，建议精神达263，70级以上宠物可学。,SKT_Active,,,8,81,55,-1,,,,风刃,6,40,STT_All,PAT_None,fengrenIcon_icon,yunshiText,"skill_fengren_danti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,50000,,7,,70,,
4081,十字魔法石突等级1,547,攻击单体及其周围的地属性魔法，建议精神达123，1级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,1,79,65,8,,,,十字石突,6,10,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,240,,8,,1,,
4082,十字魔法石突等级2,547,攻击单体及其周围的地属性魔法，建议精神达143，10级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,2,79,65,8,,,,十字石突,6,20,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,600,,9,,10,,
4083,十字魔法石突等级3,547,攻击单体及其周围的地属性魔法，建议精神达163，20级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,3,79,65,8,,,,十字石突,6,30,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1200,,10,,20,,
4084,十字魔法石突等级4,547,攻击单体及其周围的地属性魔法，建议精神达183，30级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,4,80,66,8,,,,十字石突,6,40,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,3600,,11,,30,,
4085,十字魔法石突等级5,547,攻击单体及其周围的地属性魔法，建议精神达203，40级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,5,80,66,8,,,,十字石突,6,50,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,6000,,12,,40,,
4086,十字魔法石突等级6,547,攻击单体及其周围的地属性魔法，建议精神达223，50级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,6,80,66,8,,,,十字石突,6,60,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,18000,,13,,50,,
4087,十字魔法石突等级7,547,攻击单体及其周围的地属性魔法，建议精神达243，60级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,7,81,67,8,,,,十字石突,6,70,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,36000,,,,60,,
4088,十字魔法石突等级8,547,攻击单体及其周围的地属性魔法，建议精神达263，70级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,8,81,67,8,,,,十字石突,6,80,STT_All,PAT_None,qiangyunIcon_icon,qiangyunText,"skill_yunshi_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,60000,,5,,70,,
4089,十字魔法寒冰箭等级1,537,攻击单体及其周围的水属性魔法，建议精神达123，1级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,1,79,57,8,,,,十字寒冰箭,6,10,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,240,,6,,1,,
4090,十字魔法寒冰箭等级2,537,攻击单体及其周围的水属性魔法，建议精神达143，10级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,2,79,57,8,,,,十字寒冰箭,6,20,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,600,,7,,10,,
4091,十字魔法寒冰箭等级3,537,攻击单体及其周围的水属性魔法，建议精神达163，20级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,3,79,57,8,,,,十字寒冰箭,6,30,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1200,,8,,20,,
4092,十字魔法寒冰箭等级4,537,攻击单体及其周围的水属性魔法，建议精神达183，30级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,4,80,58,8,,,,十字寒冰箭,6,40,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,3600,,9,,30,,
4093,十字魔法寒冰箭等级5,537,攻击单体及其周围的水属性魔法，建议精神达203，40级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,5,80,58,8,,,,十字寒冰箭,6,50,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,6000,,10,,40,,
4094,十字魔法寒冰箭等级6,537,攻击单体及其周围的水属性魔法，建议精神达223，50级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,6,80,58,8,,,,十字寒冰箭,6,60,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,18000,,11,,50,,
4095,十字魔法寒冰箭等级7,537,攻击单体及其周围的水属性魔法，建议精神达243，60级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,7,81,59,8,,,,十字寒冰箭,6,70,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,36000,,12,,60,,
4096,十字魔法寒冰箭等级8,537,攻击单体及其周围的水属性魔法，建议精神达263，70级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,8,81,59,8,,,,十字寒冰箭,6,80,STT_All,PAT_None,qiangbingIcon_icon,qiangbingText,"skill_bingdong_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,60000,,13,,70,,
4097,十字魔法火焰箭等级1,543,攻击单体及其周围的火属性魔法，建议精神达123，1级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,1,79,61,-1,,,,十字火焰箭,6,10,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,240,,,,1,,
4098,十字魔法火焰箭等级2,543,攻击单体及其周围的火属性魔法，建议精神达143，10级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,2,79,61,-1,,,,十字火焰箭,6,20,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,600,,5,,10,,
4099,十字魔法火焰箭等级3,543,攻击单体及其周围的火属性魔法，建议精神达163，20级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,3,79,61,-1,,,,十字火焰箭,6,30,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1200,,6,,20,,
4100,十字魔法火焰箭等级4,543,攻击单体及其周围的火属性魔法，建议精神达183，30级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,4,80,62,-1,,,,十字火焰箭,6,40,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,3600,,7,,30,,
4101,十字魔法火焰箭等级5,543,攻击单体及其周围的火属性魔法，建议精神达203，40级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,5,80,62,-1,,,,十字火焰箭,6,50,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,6000,,8,,40,,
4102,十字魔法火焰箭等级6,543,攻击单体及其周围的火属性魔法，建议精神达223，50级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,6,80,62,-1,,,,十字火焰箭,6,60,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,18000,,9,,50,,
4103,十字魔法火焰箭等级7,543,攻击单体及其周围的火属性魔法，建议精神达243，60级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,7,81,63,-1,,,,十字火焰箭,6,70,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,36000,,10,,60,,
4104,十字魔法火焰箭等级8,543,攻击单体及其周围的火属性魔法，建议精神达263，70级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,8,81,63,-1,,,,十字火焰箭,6,80,STT_All,PAT_None,qianghuoIcon_icon,qianghuoText,"skill_huoyan_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,60000,,11,,70,,
4105,十字魔法风刃等级1,539,攻击单体及其周围的风属性魔法，建议精神达123，1级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,1,79,53,-1,,,,十字风刃,6,10,STT_All,PAT_None,qiangfengIcon_icon,FengrenText,"skill_fengren_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,240,,12,,1,,
4106,十字魔法风刃等级2,539,攻击单体及其周围的风属性魔法，建议精神达143，10级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,2,79,53,-1,,,,十字风刃,6,20,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,600,,13,,10,,
4107,十字魔法风刃等级3,539,攻击单体及其周围的风属性魔法，建议精神达163，20级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,3,79,53,-1,,,,十字风刃,6,30,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1200,,,,20,,
4108,十字魔法风刃等级4,539,攻击单体及其周围的风属性魔法，建议精神达183，30级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,4,80,54,-1,,,,十字风刃,6,40,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,3600,,5,,30,,
4109,十字魔法风刃等级5,539,攻击单体及其周围的风属性魔法，建议精神达203，40级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,5,80,54,-1,,,,十字风刃,6,50,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,6000,,6,,40,,
4110,十字魔法风刃等级6,539,攻击单体及其周围的风属性魔法，建议精神达223，50级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,6,80,54,-1,,,,十字风刃,6,60,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,18000,,7,,50,,
4111,十字魔法风刃等级7,539,攻击单体及其周围的风属性魔法，建议精神达243，60级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,7,81,55,-1,,,,十字风刃,6,70,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,36000,,8,,60,,
4112,十字魔法风刃等级8,539,攻击单体及其周围的风属性魔法，建议精神达263，70级以上宠物可学。,SKT_Active,CalcSkillAffect_qiangli,,8,81,55,-1,,,,十字风刃,6,80,STT_All,PAT_None,qiangfengIcon_icon,qiangfengText,"skill_fengren_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,60000,,9,,70,,
4113,神圣护盾等级1,551,减少魔法、物理损害约[ff6000]50%[-]，1级以上宠物可学。,SKT_Passive,,,1,-1,-1,34,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,,神圣护盾,8,20,STT_Self,PAT_None,shengdunIcon_icon,shengdunText,"skill_shengdun_1(RECEIVER, ARG0, ARG1, ARG2)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,300,,10,,1,,
4114,神圣护盾等级2,551,减少魔法、物理损害约[ff6000]55%[-]，20级以上宠物可学。,SKT_Passive,,,2,-1,-1,34,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,,神圣护盾,8,30,STT_Self,PAT_None,shengdunIcon_icon,shengdunText,"skill_shengdun_2(RECEIVER, ARG0, ARG1, ARG2)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1500,,11,,20,,
4115,神圣护盾等级3,551,减少魔法、物理损害约[ff6000]60%[-]，40级以上宠物可学。,SKT_Passive,,,3,-1,-1,34,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,,神圣护盾,8,40,STT_Self,PAT_None,shengdunIcon_icon,shengdunText,"skill_shengdun_3(RECEIVER, ARG0, ARG1, ARG2)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,,12,,40,,
4116,神圣护盾等级4,551,减少魔法、物理损害约[ff6000]65%[-]，60级以上宠物可学。,SKT_Passive,,,4,-1,-1,34,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,,神圣护盾,8,50,STT_Self,PAT_None,shengdunIcon_icon,shengdunText,"skill_shengdun_4(RECEIVER, ARG0, ARG1, ARG2)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,40000,,13,,60,,
4117,守护等级1,527,替对象承受近距攻击，并减少损伤[ff6000]5%[-]，1级以上宠物可学。,SKT_Active,,,1,-1,-1,-1,,,,守护,8,20,STT_TeamNoSelf,PAT_None,huweiIcon_icon,shengdunText,"skill_huwei(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,300,,,,1,,
4118,守护等级2,527,替对象承受近距攻击，并减少损伤[ff6000]10%[-]，20级以上宠物可学。,SKT_Active,,,2,-1,-1,-1,,,,守护,8,30,STT_TeamNoSelf,PAT_None,huweiIcon_icon,shengdunText,"skill_huwei(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1500,,5,,20,,
4119,守护等级3,527,替对象承受近距攻击，并减少损伤[ff6000]15%[-]，40级以上宠物可学。,SKT_Active,,,3,-1,-1,-1,,,,守护,8,40,STT_TeamNoSelf,PAT_None,huweiIcon_icon,shengdunText,"skill_huwei(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,,6,,40,,
4120,守护等级4,527,替对象承受近距攻击，并减少损伤[ff6000]20%[-]，60级以上宠物可学。,SKT_Active,,,4,-1,-1,-1,,,,守护,8,50,STT_TeamNoSelf,PAT_None,huweiIcon_icon,shengdunText,"skill_huwei(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,40000,,7,,60,,
4121,抗催眠等级1,,抵抗被催眠的效果，1级以上宠物可学。,SKT_CannotUse,,,1,,,,,,,抗昏睡,8,0,STT_Self,PAT_None,kanghunshui_icon,,,,,,PT_NoSleep,10,,300,,8,,1,,
4122,抗催眠等级2,,抵抗被催眠的效果，20级以上宠物可学。,SKT_CannotUse,,,2,,,,,,,抗昏睡,8,0,STT_Self,PAT_None,kanghunshui_icon,,,,,,PT_NoSleep,20,,1500,,9,,20,,
4123,抗催眠等级3,,抵抗被催眠的效果，40级以上宠物可学。,SKT_CannotUse,,,3,,,,,,,抗昏睡,8,0,STT_Self,PAT_None,kanghunshui_icon,,,,,,PT_NoSleep,30,,8000,,10,,40,,
4124,抗催眠等级4,,抵抗被催眠的效果，60级以上宠物可学。,SKT_CannotUse,,,4,,,,,,,抗昏睡,8,0,STT_Self,PAT_None,kanghunshui_icon,,,,,,PT_NoSleep,40,,40000,,11,,60,,
4125,抗石化等级1,,抵抗被石化的效果，1级以上宠物可学。,SKT_CannotUse,,,1,,,,,,,抗石化,8,0,STT_Self,PAT_None,kangshihua_icon,,,,,,PT_NoPetrifaction,10,,300,,12,,1,,
4126,抗石化等级2,,抵抗被石化的效果，20级以上宠物可学。,SKT_CannotUse,,,2,,,,,,,抗石化,8,0,STT_Self,PAT_None,kangshihua_icon,,,,,,PT_NoPetrifaction,20,,1500,,13,,20,,
4127,抗石化等级3,,抵抗被石化的效果，40级以上宠物可学。,SKT_CannotUse,,,3,,,,,,,抗石化,8,0,STT_Self,PAT_None,kangshihua_icon,,,,,,PT_NoPetrifaction,30,,8000,,,,40,,
4128,抗石化等级4,,抵抗被石化的效果，60级以上宠物可学。,SKT_CannotUse,,,4,,,,,,,抗石化,8,0,STT_Self,PAT_None,kangshihua_icon,,,,,,PT_NoPetrifaction,40,,40000,,5,,60,,
4129,抗酒饮等级1,,抵抗被酒饮的效果，1级以上宠物可学。,SKT_CannotUse,,,1,,,,,,,抗酒醉,8,0,STT_Self,PAT_None,kangjiuzui_icon,,,,,,PT_NoDrunk,10,,300,,6,,1,,
4130,抗酒饮等级2,,抵抗被酒饮的效果，20级以上宠物可学。,SKT_CannotUse,,,2,,,,,,,抗酒醉,8,0,STT_Self,PAT_None,kangjiuzui_icon,,,,,,PT_NoDrunk,20,,1500,,7,,20,,
4131,抗酒饮等级3,,抵抗被酒饮的效果，40级以上宠物可学。,SKT_CannotUse,,,3,,,,,,,抗酒醉,8,0,STT_Self,PAT_None,kangjiuzui_icon,,,,,,PT_NoDrunk,30,,8000,,8,,40,,
4132,抗酒饮等级4,,抵抗被酒饮的效果，60级以上宠物可学。,SKT_CannotUse,,,4,,,,,,,抗酒醉,8,0,STT_Self,PAT_None,kangjiuzui_icon,,,,,,PT_NoDrunk,40,,40000,,9,,60,,
4133,抗混乱等级1,,抵抗被混乱的效果，1级以上宠物可学。,SKT_CannotUse,,,1,,,,,,,抗混乱,8,0,STT_Self,PAT_None,kanghunluan_icon,,,,,,PT_NoChaos,10,,300,,10,,1,,
4134,抗混乱等级2,,抵抗被混乱的效果，20级以上宠物可学。,SKT_CannotUse,,,2,,,,,,,抗混乱,8,0,STT_Self,PAT_None,kanghunluan_icon,,,,,,PT_NoChaos,20,,1500,,11,,20,,
4135,抗混乱等级3,,抵抗被混乱的效果，40级以上宠物可学。,SKT_CannotUse,,,3,,,,,,,抗混乱,8,0,STT_Self,PAT_None,kanghunluan_icon,,,,,,PT_NoChaos,30,,8000,,12,,40,,
4136,抗混乱等级4,,抵抗被混乱的效果，60级以上宠物可学。,SKT_CannotUse,,,4,,,,,,,抗混乱,8,0,STT_Self,PAT_None,kanghunluan_icon,,,,,,PT_NoChaos,40,,40000,,13,,60,,
4141,抗毒等级1,,抵抗被毒的效果，1级以上宠物可学。,SKT_CannotUse,,,1,,,,,,,抗毒,8,0,STT_Self,PAT_None,kangdu_icon,,,,,,PT_NoPoison,10,,300,,8,,1,,
4142,抗毒等级2,,抵抗被毒的效果，20级以上宠物可学。,SKT_CannotUse,,,2,,,,,,,抗毒,8,0,STT_Self,PAT_None,kangdu_icon,,,,,,PT_NoPoison,20,,1500,,9,,20,,
4143,抗毒等级3,,抵抗被毒的效果，40级以上宠物可学。,SKT_CannotUse,,,3,,,,,,,抗毒,8,0,STT_Self,PAT_None,kangdu_icon,,,,,,PT_NoPoison,30,,8000,,10,,40,,
4144,抗毒等级4,,抵抗被毒的效果，60级以上宠物可学。,SKT_CannotUse,,,4,,,,,,,抗毒,8,0,STT_Self,PAT_None,kangdu_icon,,,,,,PT_NoPoison,40,,40000,,11,,60,,
5000,100血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping100(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,12,,1,,
5001,150血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping150(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,13,,1,,
5002,200血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping200(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,,,1,,
5003,250血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping250(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,5,,1,,
5004,300血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping300(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,6,,1,,
5005,400血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping400(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,7,,1,,
5006,500血瓶,,,SKT_DefaultActive,,,1,11,10,-1,,,,null,0,,STT_Team,PAT_None,,chaobuText,"skill_buxue_xueping500(RECEIVER, ARG0, ARG1, ARG2)",,,,,,,0,,8,,1,,
