talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
90001,9001,一万血测测测 点点点,,,,,,,,,,,,,,,,,,,9001
90002,9002,一万魔测测测 点点点,,,,,,,,,,,,,,,,,,,9002
90003,9003,五千攻击测测测 点点点,,,,,,,,,,,,,,,,,,,9003
90004,9004,五千防御测测测 点点点,,,,,,,,,,,,,,,,,,,9004
90005,9005,五千敏测测测 点点点,,,,,,,,,,,,,,,,,,,9005
90006,9006,五千精神测测测 点点点,,,,,,,,,,,,,,,,,,,9006
90007,9007,五千回复测测测 点点点,,,,,,,,,,,,,,,,,,,9007
90008,9008,魔攻5000测测测 点点点,,,,,,,,,,,,,,,,,,,9008
90009,9009,测测测 点点点,,,,,,,,,,,,,,,,,,,9009
90010,9010,命中5000测测测 点点点,,,,,,,,,,,,,,,,,,,9010
90011,9011,闪躲5000测测测 点点点,,,,,,,,,,,,,,,,,,,9011
90012,9012,必杀5000测测测 点点点,,,,,,,,,,,,,,,,,,,9012
90013,9013,反击5000测测测 点点点,,,,,,,,,,,,,,,,,,,9013
90014,9014,抗昏睡10000测测测 点点点,,,,,,,,,,,,,,,,,,,9014
90015,9015,抗石化10000测测测 点点点,,,,,,,,,,,,,,,,,,,9015
90016,9016,抗酒醉9999测测测 点点点,,,,,,,,,,,,,,,,,,,9016
90017,9017,抗混乱9999测测测 点点点,,,,,,,,,,,,,,,,,,,9017
90018,9018,抗遗忘9999测测测 点点点,,,,,,,,,,,,,,,,,,,9018
90019,9019,抗毒9999测测测 点点点,,,,,,,,,,,,,,,,,,,9019
90020,9020,抗暗杀9999测测测 点点点,,,,,,,,,,,,,,,,,,,9020
30031,56131,我是可爱的蘑菇，啦啦啦,,,,,,,,,,,,,,,,,,,
30032,56132,我是可爱的蘑菇，啦啦啦,,,,,,,,,,,,,,,,,,,
30033,6033,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30034,6034,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30035,6035,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30036,6036,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30037,6037,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30038,6038,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30039,6039,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30040,6040,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30041,6041,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30042,6042,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30043,6043,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30044,6044,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30045,6045,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30046,6046,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30047,6047,老大带着我们来烧杀抢掠，识相的就闪一边去！,,,,,,,,,,,,,,,,,,,
30048,70001,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30049,70002,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30050,70003,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30051,70004,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30052,70005,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30053,70006,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30054,70007,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30055,70008,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30056,70009,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30057,70010,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30058,70011,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30059,70012,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30060,70013,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30061,70014,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30062,70015,我们是狂拽炫酷的精英小组，有本事你就来。,,,,,,,,,,,,,,,,,,,
30063,70017,这么多弟兄跟着我混饭吃，不出来抢一抢好意思当首领么！,,,,,,,,,,,,,,,,,,,
30064,70018,这么多弟兄跟着我混饭吃，不出来抢一抢好意思当首领么！,,,,,,,,,,,,,,,,,,,
30065,70019,这么多弟兄跟着我混饭吃，不出来抢一抢好意思当首领么！,,,,,,,,,,,,,,,,,,,
30066,70020,这么多弟兄跟着我混饭吃，不出来抢一抢好意思当首领么！,,,,,,,,,,,,,,,,,,,
40000,57001,咔嚓！,,,,,,,,,,,,,,,,,,,
40101,49,职业的奥秘可不是仅仅你所知到的那么多，年轻人。,,,,,,,,,,,,,,,,,,,
40102,-1,我怎么不知道，毕竟我也是被人称为勇者的人。,49,是么？那就来试试吧，挑战一下，看看你的实力。,,,,,,,,,,,,,,,,,
40103,49,第一个挑战的对象是战斧师范，去感受一下狂暴的力量喷涌而出的感觉吧！,,,,,,,,,,,,,,,,,,,
40104,49,接下来是剑士师范，眼花缭乱的剑术想必也会十分致命的。,,,,,,,,,,,,,,,,,,,
40105,49,骑士师范是所有骑士的典范，他们拥有的可不仅仅是礼仪。,,,,,,,,,,,,,,,,,,,
40106,49,在丛林中你可以找到猎人师范，小心狂风暴雨一样的箭矢。,,,,,,,,,,,,,,,,,,,
40107,49,武僧师范都是修炼多年的大师，他们拥有强劲的身躯以及神秘的内气。,,,,,,,,,,,,,,,,,,,
40108,49,影？什么是影？看不见，听不到，你就会败在他的手中。,,,,,,,,,,,,,,,,,,,
40109,49,魔导士们都是法术的大师，普通的法术在她们手上也会展现不一样的威力。,,,,,,,,,,,,,,,,,,,
40110,49,接下来你可以去挑战主教们，虽然他们没有什么攻击能力，但是也不能小觑，大意可是会失败的。,,,,,,,,,,,,,,,,,,,
40111,49,哇，接下来可是一些危险人物了，巫术大师的威名你想必也听说过了，去试试看吧。,,,,,,,,,,,,,,,,,,,
40112,49,最后一位！传说中的降头师，让人恐惧的存在，战胜他，你就算过关了！,,,,,,,,,,,,,,,,,,,
40113,49,干得不错，休息一下准备下一场的挑战吧。,,,,,,,,,,,,,,,,,,,
40114,49,我是全职业的高手，通晓所有职业的奥秘。,,,,,,,,,,,,,,,,,,,
40115,50,战斧之中拥有的可不仅仅只有力量，还有无尽的信念！,,,,,,,,,,,,,,,,,,,55000
40116,51,众多的剑术技能，在战斗中选择正确的技能才是剑术之道。,,,,,,,,,,,,,,,,,,,55001
40117,52,作为一名骑士，保护同伴的同时，还要击败敌人。,,,,,,,,,,,,,,,,,,,55002
40118,53,在敌人攻击你之前，就先击败你的敌人，这就是猎人手中弓箭存在的意义。,,,,,,,,,,,,,,,,,,,55003
40119,54,艰苦的修行能让你的意志和身体合二为一，可惜能做到的太少了。,,,,,,,,,,,,,,,,,,,55004
40120,55,。。。。（你根本没有看见人）,,,,,,,,,,,,,,,,,,,55005
40121,56,魔法的秘密让人沉醉，相比于破坏，我们喜欢研究。,,,,,,,,,,,,,,,,,,,55006
40122,57,保护自己，才能更好的去保护别人，生存下来就有希望。,,,,,,,,,,,,,,,,,,,55007
40123,58,巫术，神秘的巫术可不是随便什么阿猫阿狗就有资格窥视的，你有么？,,,,,,,,,,,,,,,,,,,55008
40124,59,啧啧，又有新鲜的研究材料了，或许你可以给我新的灵感？,,,,,,,,,,,,,,,,,,,55009
40125,49,快去继续挑战吧！,,,,,,,,,,,,,,,,,,,
100000,10000,嗯呢，你找我什么事情？,,,,,,,,,,,,,,,,,,,
100001,-1,我想去死亡沙漠，请问怎么走？,,,,,,,,,,,,,,,,,,,
100002,10002,死亡沙漠可不是一个容易达到的地方，首先你要通过沙漠部落的考验，不然寸步难行。,,,,,,,,,,,,,,,,,,,
100003,10002,干的不错，我可以带领你前往死亡沙漠。,,,,,,,,,,,,,,,,,,,
100004,10003,不好！前面有一只沙漠九头蛇挡住了去路，它十分残暴，需要干掉它才能继续前进。,,,,,,,,,,,,,,,,,,,
100005,10003,我们马上就可以前往死亡沙漠的地宫了，跟进我的步伐，不然可能永远都回不去了。,,,,,,,,,,,,,,,,,,,
100006,11000,我们已经来到死亡沙漠的地宫中了，前面有一个守卫者在巡逻，最好不好惊动他。啊！他发现我们了！,,,,,,,,,,,,,,,,,,,
100007,11000,还好他没有完全苏醒，不然可够我们麻烦的了。,,,,,,,,,,,,,,,,,,,
100008,11001,前面就是被恶魔控制的沙盗头目，他完全迷失了心智，只有死亡才可以让他解脱。,,,,,,,,,,,,,,,,,,,
100009,11001,连自己都已经忘记的人，真是可怜，我们一鼓作气向最深处前进吧。,,,,,,,,,,,,,,,,,,,
100010,11002,这就是那个传说中的恶魔么？远远看去根本看不清楚啊，你要小心一些。,,,,,,,,,,,,,,,,,,,
100011,11002,恭喜你，伟大的英雄，你消灭了这片沙漠存在千年的恶魔，我们沙漠人民感谢您的勇武和善良。,,,,,,,,,,,,,,,,,,,
100012,10004,想要获得我的认可，那就拿出你的实力来！,,,,,,,,,,,,,,,,,,,80000
100013,10005,嘶嘶。。又有新鲜可口的肉送上门来了。,,,,,,,,,,,,,,,,,,,80001
100014,11003,发现入侵者，消灭！消灭！消灭！,,,,,,,,,,,,,,,,,,,80002
100015,11004,我。。我是谁？我。。啊！所有的一切都要毁灭！,,,,,,,,,,,,,,,,,,,80003
100016,11005,没想到居然还有所谓的勇者来到我面前，你做好感受绝望的准备了么？,,,,,,,,,,,,,,,,,,,80004
100017,-1,您好，请问你是向导阿里乌斯么？,,,,,,,,,,,,,,,,,,,
100018,11002,11,,,,,,,,,,,,,,,,,,,
100019,10000,这个沙漠中没有我阿里乌斯不知道的地方！,,,,,,,,,,,,,,,,,,,
110000,12000,我有一件十分重要的事情拜托你，被我冰封的亚特兰提尔突然融化了，我想让你去看看。,,,,,,,,,,,,,,,,,,,
110001,-1,好的，能为龙族效劳是我的荣幸。,,,,,,,,,,,,,,,,,,,
110002,12002,魔族先锋阿修斯？快阻止他！,,,,,,,,,,,,,,,,,,,
110003,12002,魔族怎么会出现在这里？我们快继续探查，可能情况很糟糕。,,,,,,,,,,,,,,,,,,,
110004,12003,魔将杰尼斯也来了，我们必须加紧行动了。,,,,,,,,,,,,,,,,,,,
110005,12003,这里的冰封封印弱化，和这些魔族肯定有很深的关系。,,,,,,,,,,,,,,,,,,,
110006,13000,果然如此，魔族的军师-邪术师休伯特。,,,,,,,,,,,,,,,,,,,
110007,13000,我已经闻到了魔族领主那恶心的气息，一定不会放过他！,,,,,,,,,,,,,,,,,,,
110008,13001,恐怖领主法德里亚诺，这一切都是你们搞的鬼吧？你们要承受后果！,,,,,,,,,,,,,,,,,,,
110009,13001,封印已经被完全解除了，我们赶快前往封印之地，不然就有大麻烦了。,,,,,,,,,,,,,,,,,,,
110010,13002,你要小心，这是远古就存在的龙族-远古冰龙奥斯迪麦尔，他的力量十分强大，不要硬抗，我去加固封印。,,,,,,,,,,,,,,,,,,,
110011,13002,呼，真是千钧一发啊，多谢你们了，不然后果难料。我要赶紧回去告知龙族议会关于魔族的动向，我们下次再会了。,,,,,,,,,,,,,,,,,,,
110012,12003,哈哈，没想到发现几只小蚂蚁！,,,,,,,,,,,,,,,,,,,90000
110013,12004,哼，那个蠢货阿修斯肯定被你们打败了吧，我可不是那么好对付的。,,,,,,,,,,,,,,,,,,,90001
110014,13003,没想到我们这么隐秘的谋划都被你们发现了。,,,,,,,,,,,,,,,,,,,90002
110015,13004,你们已经来晚了，封印马上就要解除了，哈哈哈。,,,,,,,,,,,,,,,,,,,90003
110016,13005,我已经被囚禁了整整一千年！现在，也是让你们感受一下凛冬的力量了！,,,,,,,,,,,,,,,,,,,90004
110017,-1,尊敬的银龙小姐，请问你找我们来有什么事情么？,,,,,,,,,,,,,,,,,,,
110018,13002,11,,,,,,,,,,,,,,,,,,,
110019,12000,我要查出亚特兰提尔的秘密,,,,,,,,,,,,,,,,,,,
112000,14000,我带你们进入时光废墟解开当初的时光之谜。,-1,大法师阁下，我们应该怎么做？,14000,想要解开时光之谜，必选先解开四座元素石碑，我们依次进行，小心为上。,,,,,,,,,,,,,,,
112001,14000,火代表着起源，初始。所以我们第一个解开火焰石碑，继续前进吧。,,,,,,,,,,,,,,,,,,,
112002,14001,与火对应的就是水，水虽然温柔，但是它的另一种形态想必不会太简单的。,,,,,,,,,,,,,,,,,,,
112003,14001,水代表着活力，生机，是一切生命的源泉。,,,,,,,,,,,,,,,,,,,
112004,14002,气流动而形成风，千变万化，你们解开时一定要小心。,,,,,,,,,,,,,,,,,,,
112005,14002,作为第三元素，风构成了桥梁，充斥于空间之中，先解开风石碑，有助于你们下一步解开大地石碑。,,,,,,,,,,,,,,,,,,,
112006,14003,大地与世界同根同源，希望你们用智慧去解开石碑，蛮力并不可取。,,,,,,,,,,,,,,,,,,,
112007,14003,很好，现在四个石碑都解开了，让我们深入中心吧。,,,,,,,,,,,,,,,,,,,
112008,14004,没想居然是这样的，勇者们，我们必须阻止泽恩斯，它想扩散时光的力量，让世界笼罩在时光停滞之中！,,,,,,,,,,,,,,,,,,,
112009,14004,真是惊险啊，还好我们来的及时，不然就世界大乱了。这些小礼物给你们，希望你们不要嫌弃，我们回去吧。,,,,,,,,,,,,,,,,,,,
112010,14000,没想到，我还有进入时光废墟的一天。,,,,,,,,,,,,,,,,,,,
112011,14005,火代表着希望与未来。,,,,,,,,,,,,,,,,,,,90005
112012,14006,水代表着活力与生机。,,,,,,,,,,,,,,,,,,,90006
112013,14007,风代表着流动与创新。,,,,,,,,,,,,,,,,,,,90007
112014,14008,地代表着沉稳与历史。,,,,,,,,,,,,,,,,,,,90008
112015,14009,当整个世界的时光都停滞，会发生什么呢？,,,,,,,,,,,,,,,,,,,90009
113000,15000,这个鬼地方还真热啊！,-1,废话少说，这里到底有什么，非得带我们来这里？,15000,嘿嘿，当然有好东西了，这里是火焰之王的沉睡之地，有许多宝贝。,-1,有宝贝还能轮到我们？,15000,那当然。。。小心！,,,,,,,,,,,
113001,15000,好险好险，差点把命交代了。,,,,,,,,,,,,,,,,,,,
113002,15001,我和你说，这个火焰之王已经沉睡好几百年了，咱们只要打败这帮看门的，宝藏就一定是我们的。,-1,沉睡了？那确实是一个好机会。我们继续前进吧。,,,,,,,,,,,,,,,,,
113003,15001,没想到居然还有火焰领主存在，看来这里并不是那么简单就可以通过的。,,,,,,,,,,,,,,,,,,,
113004,15002,古代熔岩犬！这种生物不是已经灭绝了么？怎么还会出现！,-1,别废话了，准备战斗！,,,,,,,,,,,,,,,,,
113005,15002,这么多古代熔岩犬，到底是从哪里来的。,-1,我觉得事情没有那么简单，咱们也回不去了，一直前进吧！,,,,,,,,,,,,,,,,,
113006,15003,不好！被包围了，怎么办，怎么办？,-1,不要慌，大家稳扎稳打，逐个击破！,,,,,,,,,,,,,,,,,
113007,15003,哈哈，终于闯过来了，宝藏我来了！,,,,,,,,,,,,,,,,,,,
113008,15004,火。。火焰。。。火焰之王！它居然醒了！这下我们死定了！,-1,不要悲观，我看它的力量还未全部恢复，我们还有机会，拼了！,,,,,,,,,,,,,,,,,
113009,15004,真是九死一生，我们居然成功击退了火焰之王，哈哈哈,-1,哎。可惜火焰之王的宝藏也随着落入岩浆之中了，就剩下这么点。,,,,,,,,,,,,,,,,,
113010,15000,嘿嘿，让我发现这么一个大宝藏，富可敌国指日可待！,,,,,,,,,,,,,,,,,,,
113011,15005,是谁？是谁闯入了我王的领土？,,,,,,,,,,,,,,,,,,,90010
113012,15006,是谁？是谁闯入了我王的领土？,,,,,,,,,,,,,,,,,,,90011
113013,15007,是谁？是谁闯入了我王的领土？,,,,,,,,,,,,,,,,,,,90012
113014,15008,是谁？是谁闯入了我王的领土？,,,,,,,,,,,,,,,,,,,90013
113015,15009,火焰之王的威严不容亵渎，我要将你们这帮蝼蚁化为灰烬！,,,,,,,,,,,,,,,,,,,90014
114000,16000,勇士们，你们来的正好，情况十分危急！,-1,发生什么事情了？,16000,虫族无意中发现了我们的至宝，并准备据为己有，没想到让龙族发现了，也来抢夺。,16000,我族的至宝决不能落入他们手中，请帮助我们！,-1,没问题，我们已经得到大贤者的指示，分别击破他们！看我们的吧。,,,,,,,,,,,
114001,16000,虫族十分狡诈，龙族虽然强大，但是毕竟喜欢使用武力，你们要小心。,,,,,,,,,,,,,,,,,,,
114002,16001,这是龙族的先锋，在这种地形中，他们发挥不了多大的实力。,,,,,,,,,,,,,,,,,,,
114003,16001,哎，龙族肯定也是急了，不然不会到虫族的主场作战。,,,,,,,,,,,,,,,,,,,
114004,16002,虫族以数量取胜，十分团结，攻击的时候注意其他虫族的动向，不要被偷袭。,,,,,,,,,,,,,,,,,,,
114005,16002,呼，还好你们解决的快，不然就被虫族巡逻队发现了，我们去找龙族的领主。,,,,,,,,,,,,,,,,,,,
114006,16003,龙族以个体强大而著称，并且还擅长魔法，幸好地形对他们不利，对我们就很有优势了。,,,,,,,,,,,,,,,,,,,
114007,16003,下面就是虫后和龙王了，我们先解决哪一个？,-1,当然是虫后，水晶在她手里，想必她也不能发挥全部的实力，肯定会优先保护水晶。,,,,,,,,,,,,,,,,,
114008,16004,虫后把水晶藏起来了，看来还很虚弱，我们上吧！,,,,,,,,,,,,,,,,,,,
114009,16004,没找到水晶，水晶去哪了？,-1,使者大人，那个水晶到底干什么用的？如此重要么？,,,,,,,,,,,,,,,,,
114010,16005,那个水晶，关系到一个新大陆，它不仅。。。。龙王来了！,,,,,,,,,,,,,,,,,,,
114011,16005,看来龙王也没有获得水晶，水晶到底去哪了？,-1,使者大人，我们会帮你找到水晶的。,,,,,,,,,,,,,,,,,
114012,16000,我族的至宝水晶丢失了，这可如何是好，这可关系到一个新大陆。。。,,,,,,,,,,,,,,,,,,,
114013,16006,嘶嘶。。希望这次可以让虫后看见我。。,,,,,,,,,,,,,,,,,,,90015
114014,16007,龙族降临，其他低等生物一律闪开！,,,,,,,,,,,,,,,,,,,90016
114015,16008,虫后大人得到了什么宝贝，神神秘秘的，也不让我看一眼。,,,,,,,,,,,,,,,,,,,90017
114016,16009,龙王这次怎么了，居然会放弃天空的优势，进入到这洞穴里来。,,,,,,,,,,,,,,,,,,,90018
114017,16010,我的水晶呢？我的水晶去哪了？,,,,,,,,,,,,,,,,,,,90019
114018,16011,该死的低等生物，居然敢调戏龙族的尊严！,,,,,,,,,,,,,,,,,,,90020
115000,17000,你们居然通过时空乱流来到了这里。,-1,这里是哪？,17000,这里是星空祭坛，但是现在已经失控了，你们赶快先去把失控的守护兽控制住。,,,,,,,,,,,,,,,
115001,-1,已经控制住了，这里怎么了？,17000,星空祭坛的能量源被魔族偷走了，导致这里星空能量失控，这些守护兽都被侵蚀了。,-1,那可如何是好？,,,,,,,,,,,,,,,
115002,17001,我先想想办法，守护兽已经逐渐失控，不能让它们破坏祭坛，先把他们控制起来吧。,,,,,,,,,,,,,,,,,,,
115003,17001,做得好，看来你们已经成长很多了。,,,,,,,,,,,,,,,,,,,
115004,17002,还剩2只守护兽，我们抓紧时间，我会给你们指引的。,,,,,,,,,,,,,,,,,,,
115005,17002,干得不错。,,,,,,,,,,,,,,,,,,,
115006,17003,时间快来不及了，这里马上就被失控的星空能量全部毁灭的，你们必须马上控制住最后一只守护兽。,,,,,,,,,,,,,,,,,,,
115007,17003,很好，能量已经稳定许多了。,,,,,,,,,,,,,,,,,,,
115008,17004,咦，怎么会？能量反而更加狂暴了，还有一个能量中枢也失控了！你们快去解决它！,,,,,,,,,,,,,,,,,,,
115009,17004,呼，真是惊险，没想到还隐藏着一只失控的中枢，看来我的力量还有待提高，我们有缘再见了。,,,,,,,,,,,,,,,,,,,
115010,17005,我的神在注视着我，感觉很好，十分美妙。。,,,,,,,,,,,,,,,,,,,21156
115011,17006,我想要好多好多的财宝，财宝。。。喵。。,,,,,,,,,,,,,,,,,,,21157
115012,17007,哇，好多好多的大番茄，真甜啊，吃吃吃,,,,,,,,,,,,,,,,,,,21158
115013,17008,呼，穿越风暴的感觉让我迷醉，只有我才有这样的力量！,,,,,,,,,,,,,,,,,,,21159
115014,17009,！#！￥#！@#！…………###￥@！#,,,,,,,,,,,,,,,,,,,21160
115015,17000,作为新晋的时间贤者，我感觉我还有很多的不足，需要更多的磨练。,,,,,,,,,,,,,,,,,,,
120000,9572,我可以满足你的愿望哦，不过可不能提太过分的要求！,,,,,,,,,,,,,,,,,,,
120001,9573,世上心愿千千万，心诚则灵。,,,,,,,,,,,,,,,,,,,
120002,9570,可以从我这里通往30级副本哦，勇士想要挑战下自己么？,,,,,,,,,,,,,,,,,,,
120003,9571,可以从我这里通往40级副本哦，勇士想要挑战下自己么？,,,,,,,,,,,,,,,,,,,
120004,9562,遵从自己内心的力量，释放出来！,,,,,,,,,,,,,,,,,,,
120005,9563,东方的青瓷，南方的丝绸，北方的皮绒，西方打的上好长剑，应有尽有，您要买点什么？,,,,,,,,,,,,,,,,,,,
120006,9564,竞技场才是强者应该来的地方，来挑战一下自己么？,,,,,,,,,,,,,,,,,,,
120007,9565,这可是王国的最新魔法成果-传送阵，能快捷通往其他地方，你想去哪呢？,,,,,,,,,,,,,,,,,,,
120008,9566,低级的材料只要你有钱就可以买，不过高级材料就得有许可证了，为了保护环境，每天限制购买次数。,,,,,,,,,,,,,,,,,,,
120009,9567,只有钱流动起来才可以创造利益，而我这里就是让你的钱生钱的地方，哈哈哈。,,,,,,,,,,,,,,,,,,,
120010,9568,这些信鸽可都是我的宝贝，你别乱摸好不好！,,,,,,,,,,,,,,,,,,,
120011,9569,看你弱不禁风的样子，肯定连第一关都过不去，还是别来捣乱了。,,,,,,,,,,,,,,,,,,,
120012,9574,来喝一杯么？里面可是有很多前辈在等着你呢。,,,,,,,,,,,,,,,,,,,
120013,9575,想试试自己的实力么？武斗场可不欢迎弱者。,,,,,,,,,,,,,,,,,,,
120014,9576,你可以在这里进行宠物试炼，获得丰厚的奖励。,,,,,,,,,,,,,,,,,,,
120015,9577,里面就是皇宫内城！不准大声喧哗。,,,,,,,,,,,,,,,,,,,
120016,9578,里面就是皇宫内城！不准大声喧哗。,,,,,,,,,,,,,,,,,,,
120017,9565,您好，新来的勇士，有什么我可以帮助你的么？,,,,,,,,,,,,,,,,,,,
120018,9565,这里是王都的传送中心，通过我身后的传送阵可以达到其他城市。,,,,,,,,,,,,,,,,,,,
120019,9565,您可以随时使用它，只要选择您想要去的城市就可以了。,,,,,,,,,,,,,,,,,,,
120020,9562,看来又要有新生的勇士闯荡大陆了。,,,,,,,,,,,,,,,,,,,
120021,9562,不过你这个样子可打不过那些可怕的魔物，我可以教给你一些职业技能，不过可不是免费的。,,,,,,,,,,,,,,,,,,,
120022,9562,那么，你想要学习什么技能呢？,,,,,,,,,,,,,,,,,,,
120023,205,小勇士，我已经感觉到你已经掌握基础职业的本身，是时候进行进阶你的职业了。,,,,,,,,,,,,,,,,,,,
120024,205,你可以点开任务，在职业任务中找到你的职业导师进行职业进阶，快去吧。,,,,,,,,,,,,,,,,,,,
120025,1111,噢，当初的小勇士已经成长到这个地步了么，真是成长迅速啊，这么快就可以进行2转了。,,,,,,,,,,,,,,,,,,,
120026,1111,2转职业导师已经准备好试炼等待你了，快去找他进行任务吧。,,,,,,,,,,,,,,,,,,,
120027,9580,可以从我这里通往50级副本哦，勇士想要挑战下自己么？,,,,,,,,,,,,,,,,,,,
120028,9581,可以从我这里通往60级副本哦，勇士想要挑战下自己么？,,,,,,,,,,,,,,,,,,,
120029,9582,可以从我这里通往60级副本哦，勇士想要挑战下自己么？,,,,,,,,,,,,,,,,,,,
120030,20000,我是家族管家，请问有什么可以为你服务的么？,,,,,,,,,,,,,,,,,,,
120031,20001,每周三、周五都会举行家族战，晚上7-8点才可以进入家族战场哦，别记错了。,,,,,,,,,,,,,,,,,,,
120032,20003,大家可以在我这里领取一些家族日常任务。,,,,,,,,,,,,,,,,,,,
120033,20002,家族资金都是靠大家努力得来的，不能擅自挪用。,,,,,,,,,,,,,,,,,,,
120034,20006,守护兽需要大家用心培养才能派上用场，家族战就靠它了。,,,,,,,,,,,,,,,,,,,
120035,20005,女神的祝福无处不在，虽然看不见摸不着，但是会让你变得更为强大。,,,,,,,,,,,,,,,,,,,
120036,20004,最近材料紧缺，希望大家多多收集。,,,,,,,,,,,,,,,,,,,
120037,20007,35级可以在我这里接取运送任务，有十分丰厚的奖励等着你。,,,,,,,,,,,,,,,,,,,
120038,20008,随着家族的壮大，我这里也会售卖一些更好的物品。,,,,,,,,,,,,,,,,,,,
120039,20009,。。。。。。,,,,,,,,,,,,,,,,,,,
120040,30002,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
120041,30002,完成任务后再来找我吧，不然你什么都拿不到。,,,,,,,,,,,,,,,,,,,
120042,30002,完成任务了？干得漂亮！以后我们常合作哦。,,,,,,,,,,,,,,,,,,,
120043,9572,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
130001,201,一个剑士最为重要的就是坚定自己的信念，明白自己为何而战！年轻人，你为什么而战呢？,-1,老师，我还不大明白我为何而战。,201,呵呵，没关系，你以后会渐渐的明白自己为何而战的。去战斗中领悟自己的信念，并坚定自己的道路吧。,,,,,,,,,,,,,,,
130002,201,看来你有所心得了，不错不错。,,,,,,,,,,,,,,,,,,,
130003,201,现在教你感悟剑士的技巧。,,,,,,,,,,,,,,,,,,,
130004,201,你知道什么是剑士之道么？,-1,剑士之道？不就是拿剑上去砍么？,201,哈哈，当然不是。剑士之道在于进退之间，构建连续之势，使敌人无法喘息，最后一举破敌！,-1,哇，听起来好厉害的样子，我该怎么做呢？,201,嗯，最好的老师就是实战，你去实战中感悟吧。,,,,,,,,,,,
130005,201,怎么样？看你完成的不错样子。,-1,似乎有所心得，但是还是不太清楚。,,,,,,,,,,,,,,,,,
130006,201,因为你还没有成为真正的剑士，让我们开始进入真正的考验吧。,,,,,,,,,,,,,,,,,,,
130007,201,无论你选择为何而持剑，最为基本的一点，一定要心中有正义，有善良，有情感，这样才可以让你的剑无可匹敌！,201,最近有一个骷髅剑士在城镇中为非作歹，伤及无辜，你去把他击败，相信你会知道为何而持剑的。,-1,知道了，老师，我这就去。,,,,,,,,,,,,,,,
130008,201,干的不错，现在就为你进行转职吧。,,,,,,,,,,,,,,,,,,,
130009,201,希望你能在剑士的道路上找到自己的追求！,,,,,,,,,,,,,,,,,,,
130010,202,哼，还算完成的快，去击杀99个水鬼，考考你的耐性，是否有成为刺客的资格。,-1,我这就去，大师。,,,,,,,,,,,,,,,,,
130011,-1,我回来了，大师，已经完成您的考验。,,,,,,,,,,,,,,,,,,,
130012,202,这算什么考验，只是一个小小得测试而已。不过也算你通过了。,-1,谢谢大师。,,,,,,,,,,,,,,,,,
130013,202,你去观察一下怪怪箱，看看有什么想法，回来告诉我。,-1,我知道了，大师。,,,,,,,,,,,,,,,,,
